track_id,artists,tracks,artist_id,track_popularity,track_url,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
1aC1IBAETh2XYGOE8kCC6t,3 Doors Down,loser,2RTUTCvo6onsAnheUk3aL9,60.0,,0.0108,0.493,0.88,2.66e-05,0.226,-6.424,0.0693,147.913,0.389
,3 Doors Down,it s not my time,,,,,,,,,,,,
3PbHle8KhJp6GuO1jLdEmQ,3 Doors Down,be like that,2RTUTCvo6onsAnheUk3aL9,62.0,,0.00528,0.487,0.702,4.97e-06,0.129,-6.043,0.0238,95.982,0.306
3THdexHRmED4euIY91Zrxc,3 Doors Down,away from the sun,2RTUTCvo6onsAnheUk3aL9,56.0,,0.0244,0.541,0.677,0.0,0.0854,-6.211,0.0271,131.922,0.237
0nNVR2iDM3eVzEgMi78vQm,3 Doors Down,let me go,2RTUTCvo6onsAnheUk3aL9,55.0,,0.0181,0.48,0.863,0.0,0.111,-4.914,0.0385,91.972,0.491
69fOcFyjsjZtUHyWGEQndl,3 Doors Down,landing in london,2RTUTCvo6onsAnheUk3aL9,50.0,,0.483,0.474,0.482,3.27e-06,0.115,-6.746,0.0262,147.376,0.172
,3 Doors Down,the road i m on,,,,,,,,,,,,
6Fe3Flc9SjE03pqwD6PVQl,311,amber,41Q0HrwWBtuUkJc7C1Rp6K,64.0,https://p.scdn.co/mp3-preview/11ccf09b6878825b98c54c01630adfabe42a0f25?cid=72c9f2b9d3344c91af50a24f4144228f,0.156,0.663,0.697,0.0224,0.0663,-9.442,0.0473,166.001,0.744
0LtsuNRz3IMRrHCYO9fKRk,311,beautiful disaster,41Q0HrwWBtuUkJc7C1Rp6K,62.0,https://p.scdn.co/mp3-preview/d47b7a52af2851108ab9c8516fbe5e72343ea3c4?cid=72c9f2b9d3344c91af50a24f4144228f,0.000387,0.576,0.738,0.00131,0.13,-8.122,0.0353,168.132,0.675
0HDaKOlVAfUWXdFR2RhBtN,311,down,41Q0HrwWBtuUkJc7C1Rp6K,58.0,https://p.scdn.co/mp3-preview/adf173c08fbb99838c0dc5f65723b356a41a8b6a?cid=72c9f2b9d3344c91af50a24f4144228f,0.000179,0.441,0.922,1.97e-06,0.381,-6.644,0.0655,175.411,0.565
3mtukCAgd0mE260QcBfXAX,311,love song,41Q0HrwWBtuUkJc7C1Rp6K,59.0,https://p.scdn.co/mp3-preview/51b902259f3f21236bb1d8f09183f9e9dc0e6479?cid=72c9f2b9d3344c91af50a24f4144228f,0.0154,0.625,0.686,0.0499,0.0932,-8.337,0.0309,139.817,0.556
18ZOH3KKu5Elt5ysocFyX4,311,all mixed up,41Q0HrwWBtuUkJc7C1Rp6K,60.0,https://p.scdn.co/mp3-preview/2de654a9b858bae177d0b83e4958860e57521d3f?cid=72c9f2b9d3344c91af50a24f4144228f,0.0104,0.76,0.702,0.0,0.38,-9.404,0.0716,92.324,0.659
2PGaYCles9SXXCjYOcjyfk,311,too much to think,41Q0HrwWBtuUkJc7C1Rp6K,44.0,https://p.scdn.co/mp3-preview/9e1e1ba4d589b86619f91f70d3460e920a62cd2c?cid=72c9f2b9d3344c91af50a24f4144228f,0.0319,0.583,0.9,3.84e-06,0.151,-6.085,0.0458,147.01,0.867
,311,i ll be here awhile,,,,,,,,,,,,
4HcgoL4KNExj5LgmmFCj0D,311,come original,41Q0HrwWBtuUkJc7C1Rp6K,45.0,https://p.scdn.co/mp3-preview/51f79fc09aa39303e0181f6f5f54967c9870cca5?cid=72c9f2b9d3344c91af50a24f4144228f,0.0122,0.648,0.978,1.54e-05,0.106,-5.592,0.0576,93.86,0.795
72883LUIaCoAnlKjTaiXip,311,too late,41Q0HrwWBtuUkJc7C1Rp6K,31.0,https://p.scdn.co/mp3-preview/4aa93ec61c41f2e1aea4b725ab2125b50b4d48f1?cid=72c9f2b9d3344c91af50a24f4144228f,0.0088,0.532,0.943,2.01e-05,0.448,-7.391,0.0794,142.072,0.214
6pqjhO9cDziDKLK0Oejaqz,311,beyond the gray sky,41Q0HrwWBtuUkJc7C1Rp6K,31.0,https://p.scdn.co/mp3-preview/9cae6423f58d929247cc47d00d1b76f62de0e7ef?cid=72c9f2b9d3344c91af50a24f4144228f,0.00657,0.81,0.394,0.000149,0.0814,-9.06,0.0379,120.143,0.503
5JKU2tXiG3yvJtefNwe7ZQ,3LAU,touch,4YLQaW1UU3mrVetC8gNkg5,50.0,https://p.scdn.co/mp3-preview/1f37f1f5f84e1b3bb5aefa9e9f3c5a809c55a21b?cid=72c9f2b9d3344c91af50a24f4144228f,0.0166,0.576,0.797,3.23e-05,0.21,-5.476,0.0499,110.051,0.137
2ig0x2zNvcOugS1Z0YCnHb,3LAU,is it love,4YLQaW1UU3mrVetC8gNkg5,48.0,https://p.scdn.co/mp3-preview/01339ebecd577aa683ae5fc78424f503101da97f?cid=72c9f2b9d3344c91af50a24f4144228f,0.0671,0.643,0.742,0.00379,0.161,-7.2,0.0412,125.001,0.294
1nas007nDbzLwDGwvMdz79,3LAU,how you love me,4YLQaW1UU3mrVetC8gNkg5,53.0,,0.183,0.496,0.789,0.0,0.34,-3.648,0.0839,127.961,0.286
0YVh9PLITnoaMgc2LG3sqi,3LAU,star crossed,4YLQaW1UU3mrVetC8gNkg5,33.0,https://p.scdn.co/mp3-preview/5cd8f23cc67cc2f52993c98d19f61536f3db0a62?cid=72c9f2b9d3344c91af50a24f4144228f,0.00124,0.546,0.896,0.000153,0.138,-4.681,0.0288,90.028,0.257
0ZDDzzxry7vf3rrg2xYOo6,3LAU,on my own,4YLQaW1UU3mrVetC8gNkg5,38.0,https://p.scdn.co/mp3-preview/5fbc353f6c1bda599d14756e660f084c206d3212?cid=72c9f2b9d3344c91af50a24f4144228f,0.00975,0.409,0.855,1.2e-05,0.19,-4.82,0.0385,173.981,0.078
1UFq2OJXahilmefKhSIA8p,3LAU,on my mind,4YLQaW1UU3mrVetC8gNkg5,38.0,https://p.scdn.co/mp3-preview/a2c90b013d38741ed52f85236fddbb35897a2f1e?cid=72c9f2b9d3344c91af50a24f4144228f,0.0153,0.685,0.716,0.00961,0.412,-5.64,0.0284,122.016,0.202
0YRRY9xvuAQgBHW9qiFwNr,3LAU,close,4YLQaW1UU3mrVetC8gNkg5,35.0,https://p.scdn.co/mp3-preview/96af5fa5653ff0d84554ddd1457a4d59b0a4daf6?cid=72c9f2b9d3344c91af50a24f4144228f,0.0842,0.625,0.811,2.8e-05,0.258,-4.875,0.0399,139.978,0.146
0fHvKAddOl23DNbklkGhMS,3LAU,you want more,4YLQaW1UU3mrVetC8gNkg5,31.0,https://p.scdn.co/mp3-preview/0c5b5aef1ae888ff3db176f37a97d631fe0c1851?cid=72c9f2b9d3344c91af50a24f4144228f,0.0119,0.569,0.761,0.000339,0.155,-6.155,0.0345,87.992,0.0794
7K0PcGvMUi3KF7El8U6GKZ,3LAU,walk away,4YLQaW1UU3mrVetC8gNkg5,34.0,https://p.scdn.co/mp3-preview/adb8753e2731322493183ea30ee98a954db9fda9?cid=72c9f2b9d3344c91af50a24f4144228f,0.0508,0.457,0.818,0.00137,0.113,-4.589,0.044,116.002,0.294
1QCVN7PEJ0dMiIDOG6ZJUf,3LAU,tokyo,4YLQaW1UU3mrVetC8gNkg5,49.0,https://p.scdn.co/mp3-preview/39700bc0ec78e4ff52739f4cdbd30a67990ed12b?cid=72c9f2b9d3344c91af50a24f4144228f,0.00016,0.53,0.996,0.0534,0.356,-4.415,0.0661,121.014,0.0435
,3OH!3,don t trust me,,,,,,,,,,,,
3CTADTq78UJGBj6qyuaqAB,3OH!3,my dick,0FWzNDaEu9jdgcYTbcOa4F,35.0,https://p.scdn.co/mp3-preview/374ba81b811a19ccf5ac6b7ea749d23a539f169a?cid=72c9f2b9d3344c91af50a24f4144228f,0.0258,0.894,0.591,0.0,0.174,-6.559,0.0652,130.035,0.133
1hBM2D1ULT3aeKuddSwPsK,3OH!3,starstrukk,0FWzNDaEu9jdgcYTbcOa4F,64.0,https://p.scdn.co/mp3-preview/ea2615f3db7add4e1bd3e2632d041423b382dde3?cid=72c9f2b9d3344c91af50a24f4144228f,0.00175,0.607,0.805,0.0,0.231,-5.579,0.0608,139.894,0.232
17tDv8WA8IhqE8qzuQn707,3OH!3,my first kiss,0FWzNDaEu9jdgcYTbcOa4F,62.0,https://p.scdn.co/mp3-preview/8f5acdc9d3994c62aa5e1d7570e5ead837868ea2?cid=72c9f2b9d3344c91af50a24f4144228f,0.00564,0.682,0.889,0.0,0.36,-4.166,0.0804,138.021,0.827
3JfbMm4LfBmm96mkKhyG6I,3OH!3,richman,0FWzNDaEu9jdgcYTbcOa4F,45.0,https://p.scdn.co/mp3-preview/cb72b8f16a0ff4b987fccc217d876e79656eae55?cid=72c9f2b9d3344c91af50a24f4144228f,0.00416,0.59,0.813,0.0,0.748,-3.543,0.342,161.868,0.517
,3Oh!3,i m not your boyfriend baby,,,,,,,,,,,,
,3OH!3,touchin  on my,,,,,,,,,,,,
0R97k5AJy1udJI6mGV82FJ,3OH!3,dirty mind,0FWzNDaEu9jdgcYTbcOa4F,64.0,https://p.scdn.co/mp3-preview/cf3f7a5d1789ee05ec78e72323e58bb7c62db897?cid=72c9f2b9d3344c91af50a24f4144228f,0.0318,0.642,0.861,0.0,0.23,-3.837,0.294,92.912,0.582
79fmrMgB2y6IP9lrKLclyn,45 Grave,party time,7swtUG7Md62y3wP2huMeab,11.0,https://p.scdn.co/mp3-preview/bda048265896ae1e710e2e646f06cb834a948259?cid=72c9f2b9d3344c91af50a24f4144228f,0.000974,0.603,0.729,0.00362,0.131,-4.464,0.0304,121.991,0.716
1Khz3jzqOomoHt8JgREX0S,45 Grave,riboflavin,7swtUG7Md62y3wP2huMeab,32.0,https://p.scdn.co/mp3-preview/7a9a497011c5e8168ecd5e0796499c5700a97e28?cid=72c9f2b9d3344c91af50a24f4144228f,0.0463,0.507,0.593,0.224,0.0481,-9.688,0.0401,132.671,0.651
2nBCXzLuyPD6nYopKqYFwH,45 Grave,evil,7swtUG7Md62y3wP2huMeab,34.0,https://p.scdn.co/mp3-preview/31b81a587202942cca20d33c350e9ca099407b83?cid=72c9f2b9d3344c91af50a24f4144228f,0.000539,0.289,0.932,0.483,0.176,-8.058,0.134,188.252,0.473
42FSBOSnDne4cZKDDRWoHX,45 Grave,45 grave,7swtUG7Md62y3wP2huMeab,14.0,https://p.scdn.co/mp3-preview/dd929981719304f9282b14981b5325bbab109fcb?cid=72c9f2b9d3344c91af50a24f4144228f,0.000151,0.381,0.826,0.781,0.34,-9.216,0.0824,115.889,0.158
2zbPBH3SWhHIJwlkOMoTpD,45 Grave,insurance from god,7swtUG7Md62y3wP2huMeab,19.0,https://p.scdn.co/mp3-preview/06f9a837a8e823331c44c7d9b8cdfbeda0e6320f?cid=72c9f2b9d3344c91af50a24f4144228f,0.00122,0.257,0.844,0.729,0.18,-8.981,0.0904,106.524,0.178
,45 Grave,slice o  life,,,,,,,,,,,,
1yUmIktbVZpA4YjY38lUP8,45 Grave,phantoms,7swtUG7Md62y3wP2huMeab,17.0,https://p.scdn.co/mp3-preview/ac56bf180a3d3cff1e0ff28d820dd959ff344085?cid=72c9f2b9d3344c91af50a24f4144228f,0.000102,0.324,0.649,0.396,0.0896,-8.481,0.0375,143.859,0.827
7vsCsusYcnsoPzV1WRyAyA,45 Grave,violent world,7swtUG7Md62y3wP2huMeab,19.0,https://p.scdn.co/mp3-preview/3a5cb7ef626ad762842dee1e1f8da1f6ede6a725?cid=72c9f2b9d3344c91af50a24f4144228f,0.000215,0.396,0.989,0.886,0.125,-7.569,0.112,119.016,0.2
4EoD6rgQw4Gi2MTvwGNTlX,45 Grave,procession,7swtUG7Md62y3wP2huMeab,16.0,https://p.scdn.co/mp3-preview/aaa04f69841fa1873c5124395f3a0027b6a0f1f6?cid=72c9f2b9d3344c91af50a24f4144228f,0.0537,0.646,0.646,0.517,0.103,-9.942,0.0382,123.092,0.231
3kUzWn5DDRlHBP7obj10Fo,45 Grave,bad love,7swtUG7Md62y3wP2huMeab,16.0,https://p.scdn.co/mp3-preview/b408247ed4d71c063e8905792eeec20bd24c0a3a?cid=72c9f2b9d3344c91af50a24f4144228f,0.00363,0.518,0.735,0.277,0.186,-8.532,0.0637,117.399,0.846
2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,youngblood,5Rl15oVamLq7FbSb0NNBNy,81.0,,0.0169,0.596,0.854,0.0,0.124,-5.114,0.463,120.274,0.152
1gugDOSMREb34Xo0c1PlxM,5 Seconds of Summer,she looks so perfect,5Rl15oVamLq7FbSb0NNBNy,73.0,,0.000569,0.494,0.951,0.0,0.327,-4.237,0.132,160.025,0.441
26wLOs3ZuHJa2Ihhx6QIE6,5 Seconds of Summer,teeth,5Rl15oVamLq7FbSb0NNBNy,76.0,,0.0516,0.749,0.461,6.24e-06,0.0738,-2.961,0.0416,139.02,0.42
3567eNX2L3RkkMkwspncMH,5 Seconds of Summer,lie to me,5Rl15oVamLq7FbSb0NNBNy,69.0,,0.0115,0.633,0.478,0.0,0.103,-5.571,0.0359,159.951,0.692
19hh7DkfRBrpRGYfKlw7jb,5 Seconds of Summer,valentine,5Rl15oVamLq7FbSb0NNBNy,62.0,,0.0601,0.746,0.767,1.07e-05,0.0859,-2.907,0.0374,94.007,0.773
5EbidH3lGB30WuDsoR4km6,5 Seconds of Summer,no shame,5Rl15oVamLq7FbSb0NNBNy,63.0,,0.0185,0.576,0.807,2.4e-06,0.0963,-3.019,0.0374,90.932,0.479
6qlcjGJPTZEwR8nf2nSe9C,5 Seconds of Summer,wildflower,5Rl15oVamLq7FbSb0NNBNy,64.0,,0.174,0.644,0.768,0.0,0.469,-4.316,0.0455,108.992,0.598
2bjUEg4jBtKBlPdNrTAppI,5 Seconds of Summer,easier,5Rl15oVamLq7FbSb0NNBNy,69.0,,0.476,0.562,0.46,0.0,0.107,-4.173,0.259,176.055,0.623
1MhXdlCQPnO56T57MfmaRm,5 Seconds of Summer,ghost of you,5Rl15oVamLq7FbSb0NNBNy,76.0,,0.0965,0.458,0.561,0.0,0.156,-4.819,0.0269,149.875,0.206
2vHfabj6nFebekTYODqntl,5 Seconds of Summer,want you back,5Rl15oVamLq7FbSb0NNBNy,64.0,,0.00699,0.618,0.867,1.03e-06,0.202,-4.915,0.0439,98.03,0.579
4RY96Asd9IefaL3X4LOLZ8,50 Cent,in da club,3q7HBObVc0L8jNeTe5Gofh,75.0,,0.26,0.902,0.72,0.0,0.0749,-2.776,0.347,90.059,0.805
41bIQPBE1lFN0mmw6Lmssz,50 Cent,21 questions,3q7HBObVc0L8jNeTe5Gofh,71.0,,0.353,0.576,0.807,0.000363,0.0512,-3.908,0.317,90.012,0.908
2I9foKseoFQh07p6sD2voE,50 Cent,many men (wish death),3q7HBObVc0L8jNeTe5Gofh,69.0,,0.0153,0.653,0.826,0.00146,0.131,-2.93,0.354,108.52,0.416
3ORfa5ilEthp2U0TRcv7kv,50 Cent,patiently waiting,3q7HBObVc0L8jNeTe5Gofh,63.0,,0.245,0.538,0.675,0.0,0.362,-2.3,0.335,78.985,0.519
2D1hlMwWWXpkc3CZJ5U351,50 Cent,p.i.m.p.,3q7HBObVc0L8jNeTe5Gofh,68.0,,0.0444,0.7,0.758,1.3e-05,0.0401,-3.012,0.342,78.693,0.889
2GoOioZVtOF1iMYfnzkreg,50 Cent,my life,3q7HBObVc0L8jNeTe5Gofh,54.0,,0.045,0.646,0.932,2.85e-06,0.276,-4.178,0.276,176.111,0.518
5D2mYZuzcgjpchVY1pmTPh,50 Cent,candy shop,3q7HBObVc0L8jNeTe5Gofh,79.0,,0.0253,0.614,0.574,3.2e-05,0.38,-7.961,0.466,125.173,0.755
,50 Cent,i m the man,,,,,,,,,,,,
4VnYL2m6J9kWrBSw22CXwx,50 Cent,we up,3q7HBObVc0L8jNeTe5Gofh,50.0,,0.533,0.746,0.756,0.0,0.0803,-6.678,0.325,103.08,0.416
7jdzEA44GdSp4laVCF3Ztw,50 Cent,best friend,3q7HBObVc0L8jNeTe5Gofh,69.0,,0.395,0.549,0.636,0.0,0.0974,-3.923,0.376,182.363,0.661
7BSfkfNNnRf55SeYpGMUkd,65daysofstatic,come to me,6DVVsQAnpHdJjb1nYuOQ6g,12.0,https://p.scdn.co/mp3-preview/2e0cc5358ca17493b8d4856c72d75b978fed7911?cid=72c9f2b9d3344c91af50a24f4144228f,0.000365,0.323,0.766,0.676,0.0383,-8.96,0.0477,157.025,0.0398
1qmc6hT39Iq7tXjE5rPGR9,65daysofstatic,the conspiracy of seeds,6DVVsQAnpHdJjb1nYuOQ6g,16.0,https://p.scdn.co/mp3-preview/2f0dfd51e18b5f6eb2076def049f390daa5fbf5b?cid=72c9f2b9d3344c91af50a24f4144228f,0.000926,0.579,0.55,0.608,0.0727,-11.629,0.0518,154.092,0.0525
1HGCm2m8Io3QhMywwiAPWP,65daysofstatic,retreat! retreat!,6DVVsQAnpHdJjb1nYuOQ6g,29.0,https://p.scdn.co/mp3-preview/4a74a24662c9c37420e3b3feb178e3a584b0a82d?cid=72c9f2b9d3344c91af50a24f4144228f,0.00012,0.271,0.857,0.932,0.161,-3.442,0.0601,130.017,0.0398
63mG09rYbwzii0lcXhl7MY,65daysofstatic,another code against the gone,6DVVsQAnpHdJjb1nYuOQ6g,15.0,https://p.scdn.co/mp3-preview/de8ff6090b43f59ee36ffaf9b8e06d116970f2a0?cid=72c9f2b9d3344c91af50a24f4144228f,0.0103,0.437,0.972,0.17,0.197,-5.84,0.0805,119.828,0.0387
3PibgbUWMGaYZObGpvGhmJ,65daysofstatic,heat death infinity splitter,6DVVsQAnpHdJjb1nYuOQ6g,26.0,https://p.scdn.co/mp3-preview/2799b9f6b7e4fe22c90f7c1b269f3ab54b2993e0?cid=72c9f2b9d3344c91af50a24f4144228f,0.0289,0.193,0.485,0.847,0.0999,-7.956,0.0437,90.001,0.127
,Three 6 Mafia,sippin  on some syrup,,,,,,,,,,,,
5MYFw4T2gy52pOGBN4EYHS,Three 6 Mafia,stay fly,26s8LSolLfCIY88ysQbIuT,69.0,https://p.scdn.co/mp3-preview/56db43014efeb814d424588f6616ede16f391f8c?cid=72c9f2b9d3344c91af50a24f4144228f,0.109,0.789,0.881,0.0,0.355,-5.758,0.0331,133.299,0.647
75RK78POyFmg3u6O1cpBdr,Three 6 Mafia,late nite tip,26s8LSolLfCIY88ysQbIuT,51.0,https://p.scdn.co/mp3-preview/3e7e1d015ddb7feb40bbcf74f72a572d36242639?cid=72c9f2b9d3344c91af50a24f4144228f,0.00103,0.895,0.412,0.00179,0.128,-7.845,0.0645,122.223,0.183
,Three 6 Mafia,it s hard out here for a pimp,,,,,,,,,,,,
